plate,review_reason_code,customer_meaning,reviewer_comments,status
COMEN4U,2.0,COMING FOR YOU,COMING FOR YOU,N
CRNZSUX,2.0,CROHN'S DISEASE  IS HORRIBLE,SUCKS,N
CUMTACO ,1.0,COMMUTER TOYOTA TACOMA,CUM TACO,N
C3OGT13,2.0,"THIS IS A SPECIAL EDITION VOLVO PREPARED BY K-PAX RACING, THIS IS NUMBER 13 OF 25","13 GANG REFERENCE, 13 on ANI",Y
DCM88,2.0,MY  INITIALS AND THE YEAR I WAS BORN,88 HITLER REFERENCE,N
DDYLYKE ,2.0,MY DAUGHTER SAYS THIS TO ME WHEN SHE HAS A COOKIE.,DADDY LIKE,N
DISNEYD,1.0,"WE LIKE ALL THINGS DISNEY, WE'VE BEEN DISNEYD",CUSTOMER NAME DOES NOT START WITH A D,Y
DNT HTE,2.0,DONT HATE THE EARTH,DON’T HATE,Y
DRTYTRX,2.0,DIRTY TRICKS,DIRTY TRICKS,N
DUCKH8R,2.0,I'M A LOS ANGELES KINGS FAN. WE HATE THE ANAHEIM DUCKS.,HATER,N
DUCK YA,3.0,DUCK YEAH! DUCK HUNTER LICENSE PLATE,FUCK YA,N
DXDELUX,2.0,DX MODEL = DELUX,DICKS DELUXE,N
FAK NEWZ,3.0,FAKE NEWS; ONE OF OUR CURRENT PRESIDENTS FAVORITE SAYINGS,FUCK NEWS,N
FAQ ASO,3.0,FREQUENTLY ASKED QUESTIONS ASK SOMEONE ASK SOMEONE,FUCK ASSHOLE,N
FATAR5E,3.0,ITS REFERRING TO THE WIDE TRUCK BED ON MY PICKUP TRUCK.,FAT ASS,N
FFSHON,2.0,FISH ON,FISH,Y
FNAWWSM,3.0,FUN AND AWESOME,FUCKING AWESOME,N
FNKNBNS,3.0,FRANK AND BEANS,CANNOT TRANSLATE LOOKS LIKE FUCK,N
FUXSOCY,3.0,FUN SOCCER YOUTH,FUCKS,N
FYN RJFK,3.0,7XHY338,FYN  EFFIN FUCKIN,N
GEAUX B,3.0,GO BOY,GO BITCH,N
HEAVY MT ,1.0,HEAVY METAL MUSIC,HEAVY MEAT,Y
HELLA 3S,2.0,3 POINT SHOTS GSW,HELLA,Y
HIGHCAT,2.0,MY LAST NAME IS HIGH AND MY CAR IS A HELLCAT,HIGH CAT - name is High,Y
HKDUP96,1.0,"VEHICLE IS MODEL YEAR 96 AND IS FIXED UP SO, ""HOOKED UP 96""",HOOKED UP,Y
IDFW U7,3.0,I DO FINE WITH YOU 7,I DON’T FUCK WITH YOU,N
I GOTCAT,2.0,I GOT CAT.,GOT CAT,N
KHALI13,2.0,DAUGTHER NAME,13 GANG REFERENCE,N
KRAWLR B,3.0,CRAWLER BEE,B AS IN BITCH,Y
LCYN 88,2.0,I MET MY HUSBAND ALFRED IN 1988,88 HITLER REFERENCE,N
LVR BOY,1.0,LOVER BOY,LOVER BOY,Y
MAD 18,2.0,HUSBANDS INITIALS AND BIRTH ,18 HITLER REFEENCE,N
MIGS 88,2.0,NICKNAME AND WEDDING YEAR,88 HITLER REFERENCE,N
MILLZ13,2.0,NAME AND BIRTHDAY,13 GANG REFRENCE,N
MONGO56,2.0,NICKNAME FROM MOM,"MONGOL MC GANG, MONGO current, released in 96",Y
MRDROF1,2.0,FLOCK OF CROWS OF 1.  A CALIFORNIA BAND.  A SONG ABOUT CHANGE,MURDER OF ONE,N
MURDAHZ,2.0,CAR CLUB NICKNAME,MURDER  ,N
NEGANS,2.0,"NEGAN IS THE NAME OF A CHARACTER ON THE TV SHOW,  WALKING D",GLOSE TO NIGGAS,N
NEGRIT4,2.0,OWNERS NICKNAME,"LOOKS LIKE NIGERITA, lookalike NEGRITA is current",Y
NE 14FUN,2.0,ANYONE FOR FUN,ANY ONE FOR FUN 14 GANG REFRENCE,N
OLD POS ,3.0,I AM VERY OLD AND SO IS MY CAR. MY KIDS CALL ME THE OLD POSSUM,PIECE OF SHIT,N
OVLKILR,2.0,FASTER THAN A FORD,KILLER,N
PIKA 18,2.0,"NICKNAME AND FAVORITE NUMBER. MY BOYFRIENDS NICKNAME IS PIKACHU, PIKA FOR SHORT AND HIS FAVORITE NUMBER IS 18 BECAUSE IT WAS THE DAY HE WAS BAPTIZED.",18 GANG REFERENCE,N
PNK VW,1.0,NEW 2017 VW BEETLE IS CALLED #NEWBEETLE. THIS IS TRIBUTE TO NAME & COLOR OF CAR,PINK,Y
POSBAPL,3.0,POSSIBILITIES APPAREL THE NAME OF MY BUSINESS,POS PIECE OF SHIT,N
PTCA313,2.0,PT CALIFORNIA 313,313 AREA CODE,Y
PUGOFF2,3.0, HAVE PUGOFF ON ANOTHER CAR. THIS IS MY SECOND CAR. I SELL PUG DOGS,"FUCK OFF, PUGOFF current, released in 08",Y
RAY12AY,6.0,RAY RAY,RAY RAY 12 EQUALS R,Y
RIVER88,2.0,RIVER,88 HITLER REFERENCE,N
RJ 13OH,2.0,RJ MEANS RAJASTHAN THATS STATE IN INDIA AND 130H THATS A VILLAGE IN INDIA THATS IT,13 GANG REFERENCE,Y
ROBSHOT,2.0,MY NICK NAME,SHOT,Y
ROGFIRE,2.0,"ROGERS IS MY LAST NAME SO TO MAKE IT WORK ""ROG"" AND I WORK FOR THE FIRE DEPT",ROGUE FIRE GUN REFERENCE,Y
SA4B 95,6.0,"NAME OF THE MAKE, AND THE YEAR OF THIS BEAUTIFUL CAR.","SAAB 4 AS A, lookalike SAAB95 current",N
SFC415B,2.0,SAN FRANCISCO,415 ARA CODE,N
SHEEYIT,3.0,"MY GIRLFRIEND SHEEY IS ""IT"".",SHIT,N
SIX BALS,1.0,"IN MY FREE TIME I COACH LESS FORTUNATE CHILDREN IN 6 DIFFERENT SPORTS WHICH INCLUDE; VOLLEYBALL, SOCCER, FOOTBALL, BASEBALL, LACROSSE, AND TENN",BALLS ,N
SJ 760,2.0,MY INTIALS AND MY AREA CODE WHERE I WAS BORN AND RAISE BY MY FAMILY,760 AREA CODE,N
SLUT 69  ,1.0,WHEN I PLAYED FOOTBALL IN HIGH SCHOOL MY JERSEY NUMBER WAS 69 AND MY CHILDHOOD NICKNAME WAS SLUT,SLUT 69,N
SMORGY,1.0,MY MUSICAL STAGE NAME,ORGY,N
SOC13AN,2.0,ITS A CLEAN CAR,13 GANG REFRENCE,Y
SIODHI13,2.0,,13 GANG REFRENCE,N
SPNR 13,2.0,NAME AND BDAY,13 GANG REFRENCE,N
SSKILAA,2.0,NICKNAME,KILLA,N
SSV NMDY,3.0,A SHIP NAME FROM THE VIDEO GAME MASS EFFECT,ASS BACKWARDS,N
STORM 14,2.0,COLOR OF MY CAR BLACJ AND GRAY WHICH RESEMLES A STORM AND THE FORUTEEN IS MY ANNIVERSARRY YEAR,14 GANG REFERENCE,N
STUUPIT,2.0,NICKNAME,STUPID,N
SUUCIAA,2.0,SUUCIAA,DIRTY,Y
SWATKAT,4.0,IT'S A COMIC CHARACTER (NO MEANING),SWAT COPS CAT,Y
TBRNA,2.0,MARINE CORPS NICKNAME GIVEN TO ME,T BURNER GUN REFERENCE,Y
THEDEED,1.0,GRANT DEED TO TRANSFER REAL ESTATE,SEXUAL REFERENCE,N
TWRXS,1.0,I HAVE A SUBARU WRX AND I HAVE A T-REX STICKER SO THIS PLATE WOULD BE PERFECT.,TWERKS,Y
UGLY KID,2.0,CHILDHOOD NICKNAME,UGLY KID,N
UNIKTYY,2.0,UNIKITTY,KITTY,Y
VERTCAT,2.0,A COMBINATION OF MY WIFE FIRTS AND LAST NAME VERT=VENTURINI CAT=CATERINA,CAT,Y
WFF MAN,3.0,FAMILY MAN,LOOKS LIKE WHAT THE FUCK MAN,N
YRUHATN,2.0,WHY ARE YOU HATING,WHY ARE YOU HATING,N
YRUH8TN,2.0,"IT ASKS ""WHY ARE YOU HATING?"" MEANING, WHY ARE YOU JEALOUS OF ME?",WHY ARE YOU HATING,N
YUBUGME,2.0,YOU BUG ME (CAR IS A VW BEETLE),YOU BUG ME,N
Y8L8NIN,2.0,WHITE LIGHTING (COLOR OF CAR IS WHITE),CANNOT TRANSLATE,N
ZCHYNGO,3.0,MY LIFE,CHINGA SLANG FOR TO FUCK IN SPANISH,N
1BELLO8,2.0,LAST NAME,18 HITLER REFEENCE,N
1DE DGO,2.0,ONE FROM DURANGO,DAYGO DIEGO,N
1EMMA13,2.0,GRAND-DAUGHTER NAME AND BIRTH YEAR,13 GANG REFERENCE,N
14 YOTA ,2.0,YEAR OF VEHICLE ABREVIATION FOR TOYOTA,"14 GANG REFERENCE, 14 on ANI",Y
2013 CC,6.0,"YEAR, SONS INITIAL",LOOKS  ALIKE BOAT,N
28O14Y1,6.0,ORIGINAL LICENSE PLATE NUMBER,LOOK A LIKE COMMERCIAL,N
4MYBUTY,1.0,FOR MY BEAUTIFUL WIFE,FOR MY BOOTY,N
4ZERO8,2.0,MY HOMETOWN AREA CODE,408 AREA CODE,N
454MEAT,1.0,CELL PHONE NUMBER,MEAT SEXUAL REFERENCE,N
5150SHT,3.0,CRAZY SHOT,CRAZY SHIT,N
59 PIG,4.0,LITERS OF ENGINE AND NICKNAME OF TRUCK,PIG,N
69HPFTW,1.0,I HAVE A MIATA & IT OMLY HAS 69 HORSE POWER & THATS WINNING,69 FUCK THE WORLD,N
805DIAZ,2.0,ZIP CODE AND LAST NAME,805 AREA CODE,N
8 UR V6,2.0,ATE V6 CAR,ATE YOUR V6,N
8184LYF,2.0,CITY AREA CODE,818 AREA CODE,N
88PRCNT,2.0,88 PERCENT COMPLETED PROJECTS,88 HITLER REFERENCE,N
GLOCK$R,2.0,GLOCK LOVER,GLOCK  GUN,N
HNY$88,2.0,LUCKY NUMBER,88 HITLER REFERENCE,N
I$YRGF,2.0,I LOVE YOUR GIRLFRIEND,I LOVE YOUR GIRLFRIEND,N
YRGF$ME,2.0,YOUR GIRLFRIEND LOVES ME,YOUR GIRLFRIEND LOVES ME,N
BUY&BLU,2.0,BUY BLUE (LIBERAL) PRODUCTS,BLUE,Y
808101H,6.0,ICE HOCKEY JERSEY #S,LOOK  A LIKE TIN NUMBER,N
DCKERS,1.0,,LAST NAME DECKER LOOKS LIKE DICKER,Y
IEDSUX,2.0,IED STINK,SUCKS,N
I1II11,2.0,"INFANTRY 1ST, INFANTRY IS ALWAYS 1ST",LOOK A LIKE,N
BLU BYUU,2.0,BLUE CAR GOING BY,BLEW BY YOU,Y
BLUCALI,2.0,74VWTHING,BLUE,Y
DS4 HOMZ,2.0,I AM A REALTOR. I WANT TO STATE THAT I SELL HOMES!   =),HOMES HOMIE GANG REFRENCE,Y
FSHALRT,1.0,I LOVE FISHING,FISH ALERT DEROGATORY STATEMENT,Y
HENTAI X ,1.0,"HENTA IS THE NAME OF MY SHIBA INU THAT I ADOPTED LONG AGO, IX IS THE ROMAN NUMERAL FOR HER AGE",SEXUAL ANIME,N
LILSQRT,1.0,VERY SMALL AUTO FOR WINE COUNTRY EXCURSIONS,LITTLE SQUIRT,N
MLFHERO,1.0,MAJOR LEAGUE FOOSBALL HERO,MILF MOTHER ID LIKE TO FUVK,N
PILEBTT,1.0,"PILE DRIVERS OR PILEBUTTS AS THEY ARE BETTER KNOWN, PERFORM FOUNDATION WORK ON LARGE-SCALE CONSTRUCTION PROJECTS LIKE BRIDGES, PIERS, WHARVES, HIGHWAYS, DRY DOCKS",PILE BUTT BILE DRILL,N
POPOGRL,4.0,POPOS GIRL,GIRL COP,N
UR KOOK,2.0,"HUMOR, MAKES PEOPLE THAT SEE MY LICENSE PLATE HAPPY.",YOU ARE A KOOK,N
DAANGLE,1.0,COMPANY NAME,DANGLE,Y
DINGDNG,1.0,IT MEANS DING DING WHICH WAS MY CHILDHOOD NICKNAME,DING DONG,Y
MLF LUVR,1.0,MY LIFEIS FREEDOM LOVER FORE EVER,MILF MOTHER ID LIKE TO FUCK LOVER,N
OLOONEY,2.0,LAST NAME,OH LOONEY,Y
300 SHTR,2.0,300 SHOOTER (FOR BOWLING),SHOOTER OR SHITTER,N
BCHLVR3,3.0,LOVE THE BEACH,"BEACH OR BITCH? CUSTOMER LIVES IN REDONDO BEACH. BCHLVR EXPIRED 2016, BCHLVR1 BCHLVR2 ARE UNACCEPTABLE",N
CMPLRD,2.0,I LOVE CAMPING AND ORGANIZING TRIPS FOR ALL ,"CMP=CRAPPED MY PANTS, CREAMED MY PANTIES…",Y
D NUT,2.0,LAST NAME WITH JOKE,DEEZ NUTS…LAST NAME IS DIAZ,N
FIREFN 1,3.0,FIRE FAN CLUB #1,"EFFIN, legacy plate, FIREFN listed as unacceptable",N
GATICOS,1.0,COSTA RICAN CATS,MEANS A SMALL CAT OR KITTEN…(PUSSY) NO CAT CAR ON ANI,Y
HOLLZZ,1.0,NAME,"HOLES, COULD HAVE A SEXUAL CONNOTATION MEANING ANUS OR VAGINA. HER NAME IS HOLLAND, HOLLZ current, out since 03",Y
JEFES54,2.0,DAD'S 54,"JEFE=CHIEF, GANG CHIEF",Y
KRUSTY1,2.0,DUSTY CAR,"DIRTY, TRASHY, SLUTTY. CRUSTY & CRUSTY1 ARE CURRENTLY REGISTERED… KRUSTY EXPIRED 2000",Y
KUBOOM,2.0,,"SOUND OF EXPLOSION, KABOOMM, current",Y
RLD 5OH,5.0,MY NAME INT,"5OH COULD MEAN POLICE, HAS 2017 FORD, initials are RD",Y
SMKN916,2.0,smokin' the 916 PRO BBQ TEAM NAME,916 SACRAMENTO AREA CODE,N
TNT 4EVA,2.0,,"TNT=DYNAMITE, CUSTOMER IS TOD",Y
XXL 4SS,2.0,LARGE BUTT,XXL ASS,N
31OSTLR,2.0,STEELERS FAN,310=LOS ANGELES AREA CODE,N
88S8S88,2.0,PROSPERITY AND FAVORITE NUMBER,88=HATE SYMBOL,N
MX ROJO,2.0,CLUB NAME,"MEX ROJO, ROJO=RED",Y
OBX 88,2.0,OUTBACK EXTREME 88,"88=HATE SYMBOL, NO 88 CAR",N
86DCOM,2.0,86D.COM WEBSITE,"86'D=GET RID OF, DELETED OR KILLED",Y
G BAHAD,2.0,FAMILY NAME,BAHAD=THREATS IN CEBUANO. TRAINING BASE IN HEBREW AND IS A MILITARY TRAINING BASE IN ISRAEL (NOT CUSTOMER'S NAME),N
INST O,1.0,INSTANT OFFENSE,O=ORGASM,N
BMW WAY,3.0,I OWN A BMW AND THE WAY I DRIVE IS WITH A BMW. HENCE BMW WAY.,WAY=GUEY IN SPANISH=LIKE FOOL OR ASSHOLE,Y
BOMB NAY,2.0,JANAY IS BOMB!,BOMB listed as unacceptable,N
BOSS RED,2.0,"BOSS RED=REDA IS THE BOSS, NICKNAME",RED=GANG COLOR. CUSTOMER FIRST NAME IS REDA,Y
CHNGA2M,3.0,CHANGE A TIM,CHINGA TU MADRE=FUCK YOUR MOTHER (SPANISH),N
COOP18,2.0,THIS IS MY BEAGLES NAME AND THE 18TH IS MY BIRTHDAY.,18=hate symbol,N
DA BIRD,3.0,THE BIRD (FORD THUNDERBIRD),"AS IN FLIPPING THE BIRD, CANT FIND HIM WITH ANI TO VERIFY CAR",Y
CXP8 PRO,2.0,"CXP MEANS CHINA EXPRESS WHERE I WORK, 8 IS MY FAVORITE NUMBER AND PRO IS THE VEHICLE MODEL","GOOGLED ""CXP8""  AND RIFLES CAME UP",Y
FAT TACO,1.0,"I WOULD LIKE TO EXPRESS HOW COOL MY 2017 TACOMA IS BY USING THE PHRASE ""PHAT TACOMA"" DUE TO SPACE LIMITATIONS I CHOSE ""FAT TOCO"".","TACO=PUSSY, Toyota truck on ANI",N
FKNVAGO,3.0,(F.K.N) FAMILY KINDNESS INTEGRITY . VAGO IS A NICKNAME,FUCKING LAZY,N
GET FOCS,3.0,BUSINESS NAME,FUCKS?,N
GRN 18,2.0,AARON RODGER'S CADANCE,"18=hate symbol, Packers QB does say this",Y
G2PLAID,1.0,MOVIE QUOTE,"DON’T KNOW WHAT HE IS REFERING TO, PULLED FOR LAID, Quote from the movie Spaceballs",Y
HETNGA4,2.0,LAST NAME AND FAMILY OF 4,"LAST NAME IS HETTINGA, PULLED FOR NGA=N WORD. DIDN’T FIND ANY SIMILAR EXCEPT ""HETINGA"" WHICH WAS REREG LAST YEAR (IT WAS ALSO THEIR LAST NAME)",Y
H8N YOU,2.0,FUNNY SLOGAN FROM MOVIE,hating you,N
JEFE 44,2.0,IN MEMORY OF MY DAD JEFE AND HE IS FROM 1944,jefe=chief or gang chief,Y
KARMA 69,1.0,LOVE IT,"HAS 2017 TRUCK, 69 HAS SEXUAL CONNOTATIONS",N
LOL H8ER,2.0,LAUGH OUT LOUD HATER,HATE,N
LS3 KLLR,2.0,CAMARO ENGINE,KILLER,N
MONKEYP,1.0,MY NICKNAME IS  MONKEY I ALSO RACE RC CARS AND GO BY MONKEY SPEED,monkey=pussy,N
MOOK DUK,2.0,NICK NAME,"MOOK=A CONTEMPTIBLE, STUPID PERSON",N
MSVAL5O,5.0,MY NAME & AGE,"50=POLICE, SHE IS 50 YEARS OLD",Y
MURDR99,2.0,MURDER99,MURDER,N
NOO6OFT,3.0,CONTRACTOR INSIDE JOKE,"OFT=OH FUCK THAT, DON’T KNOW WHAT THE JOKE IS, joke has something to do with building regs in San Diego",Y
NP 18,2.0,ITS MY INITIALS AND MY FAVORITE NUMBER,18=HATE SYMBOL,N
OBSCENE,2.0,name of our business,OBSCENE=offensive to morality or decency; depraved. Causing uncontrolled sexual desire. (dictionary.com),Y
OG SOUL,2.0,ORIGINAL GANGSTER SOUL,OG,N
OSH13T,3.0,WIFE'S INITIALS,"OH SHIT (NO 2013 CAR, IF IT MATTERS)",N
PUMPJAK,1.0,"I AM A PETROLEUM ENGINEER, A PUMPJACK IS A MACHINE THAT BRINGS OIL TO THE SURFACE.",PUMP JACK COULD BE SEXUAL BUT HIS DEFINITION IS TRUE,Y
RCFNFST,3.0,MODEL OF VEHICLE IS A RCF FST ARE MY CHILDREN INITIALS,"RC EFFIN FAST, LEXUS MAKES AN RC F AND CUSTOMER DOES OWN A LEXUS",N
RED BARI,2.0,A RED CAR DRIVEN BY A RED-HEADED BARITONE SINGER!,RED=GANG COLOR ,Y
REDTACO,1.0,I HAVE A 2016 RED TACOMA. TACOMAS ARE KNOWN AS TACOS FOR SHORT. SO RED TACO.,"TACO=PUSSY, HAS 2016 TOYOTA PK",N
RJO TORO,2.0,RED TORO,RED=GANG COLOR,Y
RR88DRR,2.0,FOOTBALL TEAM,88=HATE SYMBOL,N
SMKNBRL,2.0,DENOTES MY LOVE FOR SMOKING BBQ IN A BARREL,OR THE BARREL OF A GUN AFTER YOU SHOOT,Y
STFUBRB,3.0,PERSONAL,"SHUT THE FUCK UP, BE RIGHT BACK",N
SXEB1CH,3.0,ATTRACTIVE FEMALE,sexy bitch,N
SYKOBOY,2.0,TERM OF ENDEARMENT FROM WIFE.  I'M ALWAYS DOING SOMETHING CRAZY OR SILLY.,"PSYCHO, SYCOBOY released in 96, not current as of 2011",N
TNT 12,2.0,,"TNT=DYNAMITE, TNT 11 current, out since 97",Y
UASLOTH,2.0,UNAMUSED SLOTH,"YOU'RE A SLOTH, unammused sloth is a meme of a boared looking sloth",N
U RDY B,3.0,"FROM THE SONG LYRIC ""ARE YOU READY B?""","B=BITCH, NAME IS BERNADETTE",N
V88,2.0,IT MEANS GOOD MONEY.,88=HATE SYMBOL,N
WANGMAO,1.0,KING CAT IN CHINESE,"WANG=PENIS, CAN FIND A TRANSLATION OF WANGMAO, Google translate says Wang=king, Mao=hair",Y
XX 13,2.0,LUCKY NUMBER,"13=gang number, no 2013",N
YV14AG,2.0,MY GIRLFRIENDS NAME & YEAR WE GOT TOGETHER,14=hate symbol,Y
4MSLAY,2.0,NICKNAME,SLAY=KILL,N
4WMOBBN,2.0,4X4 DRIVING,MOB=MEMBER OF BLOODS (GANG) OR MOB=ORGANIZED CRIME,N
8O8X2O9,2.0,BIRTHDAY,209=STOCKTON AREA CODE,N
BOL1TO5,1.0,NICKNAME OF MY AMATEUR SOCCER TEAM,"BOLLITO=SWEET ROLL OR CUNT, SPANISH",Y
JP$PHTO,2.0,JEN PEREZ PHOTOGRAPHY,JP=JAP? IT IS HER INITIALS,Y
$KITYZZ,1.0,I LOVE CATS,"LOVE KITTIES, SEXUAL CONNOTATION",Y
2FFU,3.0,TOO FUN FOR YOU,EFF YOU,N
POPO4,5.0,grandpa nickname 4 grandkids,popo=police,N
CATSOO4,1.0,number of cats,cat=pussy,Y
CPNS8NG,1.0,COMPENSATING,"compensating could have sexual connotations (big truck, small penis) ani shows 2 Minnis and a couple other autos",Y
GGMNUTD,1.0,GLORY GLORY MAN UNITED,"NUTTED, SEXUAL CONNOTATION",N
JMPSPLT,2.0,"JUMPSPLAT20, IT IS MY ONLINE PERSONA (ONLINE USERNAME)","jump splat, graphic? Violent?",Y
NANKO 69,1.0,COMPANY NAME,"SEXUAL, NO 69 CAR",N
PINKZIO,1.0,JUST A BRAND NAME I OWNED,pink=pussy,Y
RAYZ88,2.0,RAY'S 88 CAMARO,88=HATE SYMBOL   HAS 1988 CHEVY,Y
SOLRED6,2.0,SOUL RED MAZDA 6,RED=GANG COLOR,Y
V6EATRR,2.0,MY TRUCKS FASTER THEN A V6 TRUCK CUZ I HAVE A V8 THEREFORE ILL EAT THEM UP,eat,N
46OLBIH,3.0,"THE CAR IS A LS 460 L , (BIH) BOY IM HOT)",BIH=BITCH,N
OG BAGR,2.0,OLD GUY BAGGER. OLD MANS BIKE WITH BAGS,"OG, ORIGINAL GANGSTER",N
O7HD4HO,2.0,2007 HARLEY DAVIDSON FOR HIM ONLY,HO,N
CHDCAT,1.0,PLAY ON WORDS JAGUAR IS A CAT AND CAR IS FAST ,D CAT,Y
AK XXVI ,2.0,AKASHA (AK) FRIEND NAME THAT PASSED AWAY,AK = GUN,Y
BABY 619,2.0,MY SON'S BIRTHDAY MONTH & DAY,619 = CA AREA CODE,N
B AND G ,2.0,,"STAND ALONE B,G",Y
BJ999,1.0,CUSTOMIZE,BJ,Y
BKK 77,2.0,"BKK IS SHORT FOR BANGKOK, AND 77 IS MY LUCKY #",BK,Y
BLESD14,2.0,BLESSED TO INHERIT MONEY,14 = GANG,N
BLKD911,1.0,BLACKED PORSCHE CARRERA,BLK D,Y
BN RUDE,2.0,BEING RUDE,"BEING RUDE, HOSTILE?",N
BSPANDA,3.0,COUPLE MEANING,BS,N
BUHO211,2.0,MEANS OWL IN ENGLISH,211 = ROBBERY,Y
BULLTT,2.0,NICKNAME,BULLET ('68 FORD ON ANI),Y
BZE,3.0,BELIZE,BEEZY?,N
CCW14O8,2.0,MY INITIALS AND EMPLOYEE NUMBER,"14 = GANG, customers initials",Y
COUGA 69,1.0,1969 MERCURY COUGAR,"69 (DON'T SEE '69 ON ANI), 69 on ANI",Y
CUCA 75,1.0,NICKNAME AND YEAR OF TRUCK,"CUCA GENITALIA (UD) 437 Up, 212 Down",N
DRTY WJ,1.0,DIRTY CAR - WJ IS MODEL OF CAR,DIRTY,Y
D599GTB,1.0,FERRARI 599,"GTB = GETS THE BITCHES (UD), 156 Up, 82 Down",N
EDZ CAT,1.0,EDZ = SHORT FOR MY NAME EDILIZA CAT = LOOK OF THE CAR MAZDA 6,CAT ('17 MAZDA ON ANI),Y
FASST SS,3.0,MEANT FOR MY FAST SS CAR,"FAST ASS SS, 15 Chevy auto on ANI",N
F GOFF ,3.0,FIRST INITIAL OF GRANDMA/LAST NAME,"STAND ALONE F, last name is Goff",N
FLEXY 13,2.0,2013 FORD FLEX,13 = GANG ('13 FORD ON ANI),Y
FLWR 13,2.0,ABBREVIATION FOR FLOWER AND LUCKY NUMBER,13 = GANG,N
FSH1HNT,2.0,FISH AND HUNT,"HUNT, HOSTILE?",Y
FUNNY AF ,3.0,,FUNNY AS FUCK,N
F VLNCIA,3.0,NAME,STAND ALONE F (NAME IS F VALENCIA),Y
F1O 69,1.0,YEAR OF TRUCK F100,69 ('69 FORD ON ANI),Y
GENFTW,3.0,GENESIS FOR THE WIN,FTW = FUCK THE WORLD,N
GV CA53O,2.0,LAST NAME INITIALS (GUERRERO-VILLAFUERTE) AREA CODE 530,530 = CA AREA CODE,N
HAHA M4,2.0,MY BESTFRIEND HAS A BMW M4 AND I HAVE A MERCEDES C63 SO ITS A FUNNY JOKE BETWEEN US,M4 = GUN,Y
ICANEAT,1.0,I LOVE FOOD,SEXUAL?,Y
JD GRIND,1.0,JACK C. DREES GRINDING CO. INC.,"GRIND, is his company",Y
JGOTU HM,1.0,J GOT YOU HOME,SEXUAL?,Y
JKTHEAK,2.0,MY NAME IS JONATHAN KEITHAHN ALSO KNOWN AS JK. SO JKTHEAK MEANS JONATHAN KEITHAHN ALSO KNOWN AS,AK = GUN,Y
KENIA D ,1.0,DAUGHTER'S NAME,"STAND ALONE D, last name doesn't start with D",Y
KGB CCCP,5.0,HISTORY OF MY COUNTRY,KGB,Y
KSSMYRS,3.0,PLATES RELATE TO THE CAR BEING A RALLY SPORT (RS),KISS MY ARSE(ASS)?,N
K6372,6.0,,LOOK ALIKE,Y
LT NINJA,2.0,LITTLE NINJA,"LITTLE NIGGA, NINJA current, out since 2014",Y
LUV SNM,1.0,LOVE SHEILA AND MORENO.ITS MY FULL NAME.,LOVE S AND M ,N
MCKAY 69,1.0,LAST NAME AND YEAR OF BRONCO,69 ('69 FORD ON ANI),Y
MCNUT,1.0,MILITARY CALLSIGN,SEXUAL? (LAST NAME MCNULTY),N
MEOW MF,3.0,"I AM A CAT PERSON AND MY CHALLENGER MODEL IS AN SRT HELLCAT. THE LICENSE PLATE MEANS ""MEOW MY FELINE""",MEOW MOTHERFUCKER (NO DODGE ON ANI),N
MRLIPPS,1.0,THIS IS MY LAST NAME!,SEXUAL? (LAST NAME LIPPS),N
NERD562,2.0,MY NICKNAME AND THE AREA I LIVE AND GREW UP IN.,562 = CA AREA CODE,N
NIJAPLZ,2.0,NINJA PLEASE SPORTS SLOGAN,NIGGA PLEASE,N
NOSHAVE,1.0,I HAVE A BEARD SO IM NOT SHAVING,SEXUAL?,Y
NT OJS,2.0,NOT O.J. SIMPSON'S BRONCO,OFFENSIVE?,Y
OGNUNU7,2.0,OLD GRANDMOTHER NUNU,OG,N
PLON6BJ,1.0,NICK NAME FROM SCHOOL AND MY KIDS INITIALS,BJ,Y
PNSHRGT,2.0,PUNISHER - COMIC BOOK CHARACTER GT - MUSTANG GT,PUNISHER,Y
QUIK 5OH,5.0,FAST 5.0,5O ('02 FORD ON ANI),Y
RAM FTW,3.0,RAM FOR THE WIN,FTW = FUCK THE WORLD,N
RA14,2.0,ROGER ASSAD 14,14 = GANG,N
REDNEK 1,2.0,#1 REDNECK (COUNTRY BOY),REDNECK,N
RIOS 88,2.0,,"88 = HATE, can’t see ANI",N
RIZ 88,2.0,MY NICKNAME IS RIZ AND I WAS BORN IN 1988,"88 = HATE, can't see ANI",N
SMCK THT,1.0,I PLAY BASKETBALL AND THE PLATE IS REFFERING TO BLOCKING A SHOT.,"SMACK THAT, SEXUAL?",N
SPIT 67,2.0,1967 TRIUMPH SPITFIRE,SPIT ('67 TRI ON ANI),Y
SSD14ME,2.0,SS THE ONE FOR ME,"14 = GANG, no Chevy on ANI",N
S14CHUY,2.0,CARS NICKNAME AND MY NICKNAME,"14 = GANG, can't see ANI",N
TNT RLTR,2.0,DYNAMITE REALTOR,TNT,Y
TORMENT,2.0,JUST LIKE IT DEFINITION.  EXTREME MENTAL DISTRESS.,HOSTILE?,N
TPL TT,1.0,THOMAS PHILIP LIBERTO'S AUDI TT,"SEXUAL?, Audi on ANI",Y
TUKWET,1.0,INSPIRED BY TUKWET CANYON IN CALIFORNIA,"WET, there is a place called tukwet canyon in Beaumont, CA",Y
V MAN,1.0,NICKNAME... FIRST NAME INITIAL,"V MAN, SEXUAL? (NAME IS VICTOR)",Y
