plate,review_reason_code,customer_meaning,reviewer_comments,status
CHNGNX3,2.0,CH-CHAVEZ NGN-NEVER GOT NOTHING X3-SKULL,CHINGA = FUCK IN SPANISH,N
CWGRL88,2.0,COWGIRL 88,88,N
DEREK18,2.0,MY SON NAME,18,N
DK ANJL,1.0,KNICK NAME DARK ANGEL,KNICK NAME DARK ANGEL,Y
DK KING,1.0,DROP KNEE KING FOR SURFING,DROP KNEE KING FOR SURFING,Y
ESEWUEI,2.0,THAT FUNNY GUY,HEY FOOL IN SPANISH,N
FNDTN,2.0,FOUNDATION,FOUNDATION,Y
FYM1986,2.0,7WHL749,FUCK YOU MEAN OR FUCK YOUR MOM,N
G LADY7,2.0,NAME,NAME,Y
HERMAN G,2.0,MY SECOND NAME,MY SECOND NAME,Y
H8REDLT,2.0,HATE RED STUD LIGHTS,HATE RED STUD LIGHTS,Y
I GO POP,2.0,FORD ECOBOOST ENGINES ARE KNOWN TO BLOW UP.SO I THOUGHT IT WOULD BE FUNNY TO SAY I GO POP. ,FORD ECOBOOST ENGINES ARE KNOWN TO BLOW UP.SO I THOUGHT IT WOULD BE FUNNY TO SAY I GO POP. ,Y
ISAYRIP,2.0,I CONDUCT FUNERALS,I SAY DIE,N
JAXXXX,1.0,GRANDMOTHER'S NICKNAME,GRANDMOTHER'S NICKNAME,Y
JC8888C,2.0,NAME IN MY LANGUAGE,88,N
JSS18,2.0,MY INITIALS JOHN SCOTT SHEPHERD,18,N
KO CLUB,2.0,KO IS COMPANY NAME,KO IS COMPANY NAME,Y
LEFT YOU,2.0,LEFT YOU,LEFT YOU,Y
LIFTD G,2.0,LIFTED G CLASS,LIFTED G CLASS,Y
LOKRUM,2.0,"LOKRUM IS AN ISLAND IN THE ADRIATIC SEA 600 METRES (1,969 FEET) FROM THE CITY OF DUBROVNIK, CROATIA.","LOKRUM IS AN ISLAND IN THE ADRIATIC SEA 600 METRES (1,969 FEET) FROM THE CITY OF DUBROVNIK, CROATIA.",Y
L TANKE,2.0,THE TANK IN SPANISH,THE TANK IN SPANISH,Y
M1TANKR,2.0,"M1TANKER, MILITARY OCUPATION (MOS)","M1TANKER, MILITARY OCUPATION (MOS)",Y
NALUVHO,2.0,NATALIE LOVE HO,NO LOVE HO,N
N12YJ13,2.0,SON AND DAUGHTERS INITIAL AND BIRTHDATE YEAR,13,N
N747SMS,2.0,"IN TRIBUTE TO THE BOEING 747: N - AIRCRAFT REGISTRATIONS BEGIN WITH ""N"" 747 - SELF-EXPLANATORY",747 AREACODE,N
OGDRCRW,2.0,"ORIGINAL DESERT CREW, OFFROAD ENTHUSIAST","ORIGINAL DESERT CREW, OFFROAD ENTHUSIAST",Y
PATZ SS,2.0,MY NAME,"SS, Chevy on ANI",N
PEPE M89,2.0,MY BROTHERS NAME THAT PASSED 1 YEAR AGO,MY BROTHERS NAME THAT PASSED 1 YEAR AGO,Y
RR DD,1.0,R2D2 FROM STAR WARS,R2D2 FROM STAR WARS,Y
RSV BOX5,1.0,THE PLACE WHERE I LIKE TO SEAT WHEN I GO WATCH AN OPERA OR MUSICAL,THE PLACE WHERE I LIKE TO SEAT WHEN I GO WATCH AN OPERA OR MUSICAL,Y
RUKINGA,2.0,THE NAME OF A PLACE I VISIT IN AFRICA,THE NAME OF A PLACE I VISIT IN AFRICA,Y
SPCBLZ,2.0,I WATCH SPACEBALLS WHEN I'M SAD. MAY THE SCHWARTZ BE WITH YOU.,I WATCH SPACEBALLS WHEN I'M SAD. MAY THE SCHWARTZ BE WITH YOU.,Y
SR2O 51O,2.0,ENGINE IN CAR,"510 AREA CODE, no Datsun on ANI",N
STACKSS,2.0,I MAKE STACKS A LOT OF STACKS,I MAKE STACKS A LOT OF STACKS,Y
SUB SAR,2.0,GETTING A PERSONALIZED PLATE IN MOM AND GRANDMA'S NAME,REAL ASS SHIT BUSS BACKWARDS,N
SWEED P,1.0,JAM SWEEDISH,SWEET PUSSY,N
TT 711,1.0,MY INITIALS,MY INITIALS,Y
TY BASHR,2.0,"THANK YOU, BASHIR. A THANK YOU TO A DEPARTED LOVED FAMILY MEMBER.","THANK YOU, BASHIR. A THANK YOU TO A DEPARTED LOVED FAMILY MEMBER.",Y
UOFU 91,2.0,UNIVERSITY OF UTAH GRAD 1991,UNIVERSITY OF UTAH GRAD 1991,Y
VAMP 5OH,5.0,VAMPIRE MUSTANG,VAMPIRE MUSTANG,Y
VER 3 O,1.0,VERSION 3.0,VERSION 3.0,Y
V REPTAR,1.0,HYUNDAI VELOSTER:V REPTAR:DINOSAUR,HYUNDAI VELOSTER:V REPTAR:DINOSAUR,Y
V6 EATR,1.0,MY CAR IS A V8 SO I THOUGHT IT WOULD BE COOL TO HVE V6EATER,EATER,N
WYTE BOX,1.0,WE HAVE A WHITE MINIVAN,WHITE BOX,N
1GT OHH1,2.0,ONE GTO,ONE GTO,Y
1O4 MW3,2.0,MODEL OF VEHICLE,"KILSTREAK MODERN WARFARE 3 FROM CALL OF DUTY, Acura on ANI",N
1PTR1 8,2.0,1 PETER 1:8 BIBLE SCRIPTURE,1 PETER 1:8 BIBLE SCRIPTURE,Y
1SK8NMF,2.0,1 SKATING MASTER FIGURE,MF = MOTHER FUCKER,N
1X 5OFAM,5.0,ONE OUT OF FIFTY FAMILY MEMBERS,ONE OUT OF FIFTY FAMILY MEMBERS,Y
13 WOLVS,2.0,13 WOLVES IS THE NAME OF MY ROCK BAND,"13, is a band but can’t tell if this guy is a member",N
14 COACH,2.0,"COACH FOOTBALL, BASEBALL, VOLLEYBALL, BASKETBALL, SOCCER.",14,N
14LD587,2.0,NAME B-DAY,14,N
3LQH22A,2.0,NICKNAME,ASSHOLE BACKWARD,N
4NJJCAR,2.0,"
THE CAR IS FOR (4) MY FAMILY - NICK (N), JESSICA (J), JERRY (J), CARRIE (C), ALEXIS (A), AND RICK (R) = 4NJJCAR.
",LOOKS LIKE NIGGA,N
5MONG88,2.0,DATES AND COUNTRY,88,N
5OCALSS,2.0,50 (50 EDITION) CAL (CALIFORNIA) SS (CAMARO MODEL),50 (50 EDITION) CAL (CALIFORNIA) SS (CAMARO MODEL),Y
5OWAGIN,5.0,1950 WAGON,1950 WAGON,Y
63OLD88,2.0,63 IS THE YEAR BUILT. OLD IS FOR THE THE OLDSMOBILE AND 88 IS THE MODEL.,63 IS THE YEAR BUILT. OLD IS FOR THE THE OLDSMOBILE AND 88 IS THE MODEL.,Y
8LWEI8,2.0,COMPANY NAME INITIAL,88,N
88ACL88,2.0,LUCK NUMBERS AROUND MY INITIALS,88,N
88OLDSL,2.0,MAKE AND MODEL OF CAR,MAKE AND MODEL OF CAR,Y
CHOPP ME,1.0,CUSTOMIZE OR CHOPPED BIKE,"CHOP IS HOSTILE, CHOPME is current",N
HD48THC,2.0,MY MOTORCYCLE AND MILITARY INITIALS,"THC, HCT are initials",N
OLDWNG,1.0,OLD GOLDWING,OLD GOLDWING,Y
F$NOCKR,1.0,"OUR GROUP HELPS KIDS WITH CANCER IN REMISSION, ""NO CANCER KIDS RETURN (NO CKR)""; THE PLATE IS ""FOR THE LOVE OF NO CKR""",NOCKERS,N
$HRDSTL,1.0,"MY LOVE FOR HARD DANCE MUSIC CALLED ""HARDSTYLE""",LOVE HARD STEEL,N
SK33TS$,1.0,MY NAME IS SKEETER AND ITS A VW BUG THAT I AM DRIVING.  SKEETER BUG,"SKEET = EJACULATE (SKEETS MARKE 'U'), over 30,000 Ups",N
WET F$S,1.0,WET FARTS,WET FARTS,N
Y$S188,2.0,MY FIRST NAME AND MY HUSBAND'S FIRST NAME,MY FIRST NAME AND MY HUSBAND'S FIRST NAME,Y
ZWJ $18,2.0,ZWJ CONTAINS THE FIRST LETTER OF ALL OUR FAMILY MEMBERS' NAMES. THE HEART AND NUMBERS SYMBOLIZE A SIGNIFICANT MEANING TO ALL OF US.,18,N
2DUMA2,2.0,CHITA IN SWAHILI,"VIETNAMESE INSULT ""DUMA"" = MOTHERFUCKER",N
BASHND1,2.0,BASSETT HOUND 1,BASSETT HOUND 1,Y
BASSHND,1.0,BASSETT HOUND,ASS,N
BTYISNU,1.0,THE BEAUTY IS IN YOU,THE BEAUTY IS IN YOU,Y
MOM3988,2.0,DIDICATION TO LATE MOM (LUCKY NOS),DIDICATION TO LATE MOM (LUCKY NOS),Y
O22LPRN,1.0,OXYGEN 2 LITERS AS NEEDED,PRN= PORN,N
SAPW 888,2.0,GRAND KIDS,GRAND KIDS,Y
TT DIESL,1.0,I HAVE A TWIN TURBO DIESEL CAR,I HAVE A TWIN TURBO DIESEL CAR,Y
13 MAMBA,2.0,13 MAMBA,"13, no 13 on ANI",N
29OOBLK,2.0,2900 IS HOW MANY CC'S MY ENGINE IS RUNNING.,2900 IS HOW MANY CC'S MY ENGINE IS RUNNING.,Y
4DVKLRZ,2.0,FAMILY OF DIVERS,KLRZ= KILLERS,N
HLLSTLZ,2.0,HELLSTEALZ,HELLSTEALZ,Y
CAP CAL,2.0,CAPTIN CALVIN,CAPTIN CALVIN,Y
CARP 14,2.0,CLUB ATLETICO RIVER PLATE FAVORITE SOCCER TEAM AND JERSEY NUMBER,14,N
CHAGON,2.0,MY TWO LAST NAMES,CHANGO= MONKEY,N
CHINA13,2.0,WIFE'S NICKNAME AND THE DAY WE MET,13,N
DYK INTL,1.0,DYK INTERNATIONAL,DICK INTERNATIONAL,N
DZZ NETS,1.0,MY NICKNAME IS DIZZY AND THE BROOKLYN NETS ARE MY FAVORITE BASKETBALL TEAM,DEEZ NUTS,N
FCDXXXS,1.0,FERRARI 430 SPIDER,XXX,N
G YOYIS,2.0,G IS FOR GLORIA MY FIRST NAME. YOYIS IS MY NICKNAME,G IS FOR GLORIA MY FIRST NAME. YOYIS IS MY NICKNAME,Y
H8YKAAG,2.0,HONEYMOON NAME,HATE,N
IDIDIT3,2.0,I RAISED MY 3 CHILDREN,I RAISED MY 3 CHILDREN,Y
ITH BAGD,2.0,IT'S BAGGED MEANING IT'S ON AIR SUSPENSION,IT'S BAGGED MEANING IT'S ON AIR SUSPENSION,Y
LOCDOUT,2.0,NOTHING,CRIP,N
LRG PONY,1.0,NICE MUSTANG 5.0,"BIG DICK, no Ford on ANI",N
MI BOMBA,2.0,SPANISH FOR OLD CAR,BOMB,N
MILKMDE,1.0,MILK MADE,MILK MADE,Y
MJRAMZ7,1.0,FIRST AND MIDDLE INITIALS. PART OF LAST NAME. FAVORITE NUMBER,RAM,N
OM 13,2.0,SANSKRIT YOGA TERM AND MY LUCKY ,13,N
PANDAGO,2.0,PANDA GO,DAGO = ETHNIC SLUR,N
RAMBO14,2.0,I REALLY WOULD LOVE IF THIS LIC.PLATE WILL READ LIKE THIS.,14,N
RIGO B,2.0,NAME,STAND ALONE G (CUSTOMERS NAME IS  URIBE),N
SLAY M,2.0,"SUCCEED/SURPRISE THEM. ""M"" IS THE MODEL OF CAR PLATE WILL BE REGISTERED.",HOSTILE,N
SS NICHO,2.0,I OWN A CASMRO SS AND MY FAMILY CALLS ME NICHO,SS,N
STAXPKR,1.0,STAXPOKER - ITS MY ONLINE POKER NAME,PACKER,N
ST 13,2.0,SHORT FOR MY HOMETOWN STYRIA AND MY LUCKY NUMBER,13,N
TKATE69,1.0,TECATE 69,"69, no 69 on ANI",N
TRMNDSS,2.0,TREMENDOUS,TREMENDOUS,Y
WHTS DRT,2.0,WHATS DIRT?,WHITES DIRTY,N
WOODDYY,1.0,TOY STORY WOODY,ERECTION,N
WORPIG,2.0,HIS SCHOOL NAMES,PIG,N
YORGIE G,2.0,BROTHERS NAME.,BROTHERS NAME.,Y
1MF BOSS,2.0,NAME FOR CAR,MOTHER FUCKER,N
18 R8DRS,2.0,SUPERBOWL XVIII (RAIDERS),18,N
2BAKED,2.0,FAMILY OWNED BAKERY (TWICE BAKED),HIGH,N
7TEA BUG,1.0,YEAR OF BUG,YEAR OF BUG,Y
7X 7O7X,2.0,"SEVEN TIMES, SEVENTY SEVEN TIMES",AREA CODE,N
789IWC B,2.0,RANDOM,RANDOM,Y
BIGJONE,1.0,BIG JOHN EATMON,BIG JOHN EATMON,Y
FBARRAK,2.0,LAST NAME,FUCK BARRAK,N
HAYPTCH,2.0,HAYPATCH  OUR STALLION'S NAME,HEY BITCH,N
UNIKA,2.0,BUSINESS NAME,NIGGER,N
XDINKY,2.0,"MY CAR IS A SCION ""XD"" AND IS ""DINKY"" LIKE THE MEANING SMALL","MY CAR IS A SCION ""XD"" AND IS ""DINKY"" LIKE THE MEANING SMALL",Y
1LEGMEG,2.0,THE CAR DRIVER IS MEGAN.  SHE IS AN AMPUTEE AND HAS 1 LEG.  THIS IS HER NICKNAME.,INSULTING,N
BADAZ A7,3.0,BAD AS AUDI A7,BAD ASS ,N
BAMF1,3.0,COMPANY NAME,BAD ASS MOTHER FUCKER ,N
BHADDAS,3.0,IT IS A NICKNAME,BAD ASS ,N
BUTIN 7,1.0,COMBINATION OF THE FIRST AND LAST LETTERS OF MY WIFE AND MY LAST NAMES,BOOTY IN FRENCH ,N
B8THE H8,2.0,MILITARY UNITS MOS SAYING,H8 = HATE ,N
CAJITA A ,1.0,LITTLE BOX,LITTLE BOX,Y
CNJ1988,2.0,MARRIAGE DATE,MARRIAGE DATE,Y
CODY 14,2.0,NAME AND SPORT NUMBER ,14 = GANG REFERENCE,N
CRWZN69,1.0,CRUISAN 69,CRUISAN 69,Y
D MAXIN,1.0,DURAMAX DEISLE,DURAMAX DEISLE,Y
DUDIT 88,2.0,NICKNAME,88 = HITLER/GANG REFERENCE,N
FAAST AF,3.0,CHILDHOOD NICKNAME,FAST AF = AS FUCK ,N
FIN2I87,2.0,STAR WARS CHARACTER NAME,STAR WARS CHARACTER NAME,Y
FRESHBX,1.0,FRESH BOX,FRESH BOX = BOX REFERS TO VAGINA,N
GFYPMO,3.0,GO FAST YELL PROUD MEET OTHERS,G.F.Y. = GO FUCK YOURSELF,N
HMMERHD,3.0,HAMMERHEAD,HAMMERHEAD,Y
HOOCH4,3.0,HAVE HOOCH 2 ON ANOTHER VEHICLE HOOCH IS MY NICKNAME,HAVE HOOCH 2 ON ANOTHER VEHICLE HOOCH IS MY NICKNAME,Y
HUGAH8R,2.0,GRANDKIDS,HUG A HATER ,N
IRWINX3,2.0,LAST NAME PLUS 3 KIDS,13 = GANG REFERENCE,N
ITEACHU,2.0,I AM A TEACHER,I AM A TEACHER,Y
JNC1988,2.0,MARRIAGE DATE,MARRIAGE DATE,Y
JPN ZERO,4.0,JAPAN FIGHTER PLANE,JAPAN ZERO,N
JTC5O88,2.0,LAST NAME,LAST NAME,Y
KCUSUOY,7.0,KANSAS CITY UNIVERSITY FRATERNITY,YOU SUCK BACKWARDS,N
KILNART,2.0,CERAMIC ART FIRED IN A KILN,CERAMIC ART FIRED IN A KILN,Y
MATA O4,2.0,LAST NAME AND BIRTH MONTH,"MATA = KILL IN SPANISH, MATA current",N
ME VALE6,3.0,MEANS CARE LESS WHEN I HAD MY SON IN 2006.,"MEVALE = I DON’T GIVE A DAMN IN SPANISH, ME VALE current",N
MY SCAAT,3.0,MY SCAT PACK,SCAT = POOP/SHIT,N
MY88ZUK,2.0,MY 1988 SUZUKI,MY 1988 SUZUKI,Y
NKD ZO O ,1.0,FAMILY WANTS TO BE KNOWN AS THE NAKED ZOO,NKD = NAKED ,N
SAVG SOL,3.0,DESCRIBES MY VEHICLE DEL SOL,DESCRIBES MY VEHICLE DEL SOL,Y
S CREEK,3.0,"I HAVE A CONDO IN SNOW CREEK, MAMMOTH LAKES, CA",SHIT CREEK,N
SCRWSTN,1.0,NICKNAME FOR HOUSTON WHERE I AM FROM,SCREWS,N
SIX BLOW,1.0,ENGINE IN THE TRUCK/TEND TO BREAK DOWN.  TRUCKS ARE NICK NAMED 6.0 BLOWS,BLOW = CAN REFERENCE A BLOWJOB OR COCAINE,N
SKONKA,3.0,BRAND NAME FOR CAR PARTS CALLED SKUNK BUT I WANT IT SPELLED IN SPANISH,SPANISH FOR SKANK,N
SRTBTCH,3.0,SRT BUTCHER,BITCH ,N
SS SIX5,2.0,SUPER SPORT 1965 IMPALA,SUPER SPORT 1965 IMPALA,Y
SW MP4O,2.0,WORK EQUIPMENT ID,MP 40 = SUBMACHINEGUN,N
SYMS 88 ,2.0,NAME ,88 = HITLER/GANG REFERENCE,N
TIME BOM,2.0,"FROM THE RANCID SONG ""THE BOYS A TIME BOMB""",TIME BOMB ,N
TINECA4,4.0,NICK NAME FROM MY TOWN,NICK NAME FROM MY TOWN,Y
TNT B,2.0,INITIALS,TNT = EXPLOSIVE ,N
TNTGIRL,2.0,TNTGIRL,TNT = EXPLOSIVE ,N
TPROS 69,1.0,TIM PROVENCIO'S 69 (FOR OUR 1969 CHEVY C20 TRUCK),TIM PROVENCIO'S 69 (FOR OUR 1969 CHEVY C20 TRUCK),Y
TT WAGON,1.0,TWIN TURBO WAGON,"TT = TITTIES, BMW on ANI",N
UMALI 13,2.0,"LAST NAME, FAVORITE NUMBER, ANNIVERSARY AND BIRTHDATE",13 = GANG REFERENCE,N
U MOVE,2.0,MOVE TO A ONE PLACE TO ANOTHER OR THE ACT OF MOVING,YOU MOVE,N
URSUS69,1.0,URSUS 1969,69 = SEXUAL REFERENCE; no 69 on ANI ,N
USMC AF,3.0,MARINE AND AIR FORCE SERVICE,AF = AS FUCK ,N
WILLIEE,1.0,MY NAME,MY NAME,Y
XEROFOX,3.0,FAVORITE CS GO PLAYER,ZERO FUCKS ,N
13BARRA,2.0,CUSTOMER GAVE NO EXPLINATION - JCG,13 = GANG REFERENCE,N
13OOO,2.0,LUCKY NUMBER,LUCKY NUMBER,Y
2GD 4HER,2.0,TOO GOOD FOR HER,TOO GOOD FOR HER,N
3PIEGYZ,1.0,OWN PIZZA PARLOR,OWN PIZZA PARLOR,Y
3 7NOSHT,3.0,"MARINE UNIT, MOTTO, AND NAME",NO SHIT,N
4U H8TRZ,2.0,4 YOU HATERS,FOR YOU HATERS,N
69N PATL,1.0,THE VEHICLE IS A 1969 NISSAN PATROL,"69ING, no 69 on ANI",N
59GRIDE,2.0,"YR OF VEHICLE, LAST NAME INITIAL & IT'S A CAR WHICH IS A RIDE","YR OF VEHICLE, LAST NAME INITIAL & IT'S A CAR WHICH IS A RIDE",Y
8ADAMS8,2.0,LAST NAME TO INFINITY,SPLIT 88 = GANG REFERENCE,N
8LKNSTY,1.0,USERNAMEFOR AVIDEOGAM,ATE LICK NASTY,N
8LVHCK8,2.0,KID MEMORIAL,SPLIT 88 = GANG REFERENCE,N
88 WOODY,2.0,1988 WAGONEER WITH WOOD PANELING,1988 WAGONEER WITH WOOD PANELING,Y
COCKNEY,1.0,BRITISH SLANG ENGLISH (EAST LONDON),COCK; meaning true,N
IRIE$18,2.0,IRIE MEANS FEELING GREAT/NO WORRIES IN JAMAICAN SLANG,18 = GANG REFERENCE,N
ME$FART,3.0,ME LOVE FASHION ART,FART,N
ICEHOLE,3.0,ICE HOLE IS FOR ICE FISHING . FAVORITE FAMILY PASTIME,SOUNDS LIKE ASSHOLE,N
CLMTNA,1.0,CLEMENTINA,TNA = TITS AND ASS,N
BOW W,1.0,NAME OF CATTLE RANCH,NAME OF CATTLE RANCH,Y
RO13OT,2.0,ROBOT,"13 = GANG REFERENCE, lookalike ROBOT current",N
BOXLOVR,1.0,BOX LOVER - I SELL CUSTOM BOXES FOR A LIVING.,BOX = VAGINA LOVER,N
COBRA88,2.0,NAME OF THE VEHICLE TYPE,"88 = GANG REFERENCE, can’t see aNI",N
D BABRY,1.0,NAME,NAME,Y
D MUSE,2.0,MY NAME,MY NAME,Y
ERICS18,2.0,CUSTOMER GAVE NO EXPLINATION - JCG,18 = GANG REFERENCE,N
F CHOPIN,3.0,FREDERIC CHOPIN (CLASSICAL MUSIC COMPOSER),F = FUCKING CHOPIN,N
GHSTFAC,2.0,WHITE GHOST,GHOSTFACE = KILLER FROM SCREAM,N
HOTEV4U,2.0,HOT ELECTRIC VEHICLE FOR YOU,HOT ELECTRIC VEHICLE FOR YOU,Y
MAKOY 88,2.0,CUSTOMER GAVE NO EXPLINATION - JCG,88 = GANG REFERENCE,N
4ELNICA,4.0,FOR THE NICARAGUAN,NICA = NIGGA,N
CROWL 13,2.0,LAST NAME AND THE YEAR WE WERE MARRIED,13 = GANG REFERENCE,N
HABTAT G,2.0,HABITAT GAL,HABITAT GAL,Y
BALLEN7,2.0,BRYCE ALLEN BASEBALL #7,BRYCE ALLEN BASEBALL #7,Y
BANGA M,2.0,LAST NAME OF THE FAMILY,"BANGA CAN MEAN A GUN (79 Up, 36 Down) OR GANG MEMBER (96 Up, 51 Down), name not BANGA",N
BULTT68,2.0,MUSTANG DRIVEN IN THE MOVIE BULLITT IN 1968,MUSTANG DRIVEN IN THE MOVIE BULLITT IN 1968,Y
DAT ASH,1.0,THAT ASH,THAT ASS,N
DENTHOE,1.0,MY WORK CAR IS A TAHOE AND THEY ARE  REFERRED TO AS A HOE AND I FIX DENT,"PULLED FOR HOE, HAS CHEVY SUV ON ANI",N
DRIPPIN,1.0,COOL PAINT JOB ON MY CAR.,COOL PAINT JOB ON MY CAR.,Y
DRPDHOE,2.0,"IT IS A CHEVROLET TAHOE WITH A LOWERING KIT  THEREFORE IT IS A ""DROPPED TAHOE""","HOE, DOES HAVE A 2001 CHEVY SUV ON ANI",N
DRTYBUT,2.0,YOU KNOW,DIRTY BUTT,N
DUM,2.0,DUM STANDS FOR DOWN-UP-MEN. FRIENDS AND I HAVE SURVIVED CANCER. YOU NEVER GIVE UP. IF YOU GET KNOCKED DOWN YOU GET RIGHT BACK UP!,DUMB,N
DUX FTW,3.0,DUCKS FOR THE WIN,"FUCK THE WORLD, OR DUCKS FOR THE WIN? DUKSFTW unacceptable",N
ESTIN69,1.0,I WAS BORN IN 1969,"69=SEXUAL, NO 1969 ON ANI BUT WAS BORN IN 1969",N
FKAMEGZ,3.0,FORMALLY KNOWN AS MEGS,"FORMERLY KNOWN AS. BUT LOOKS LIKE FUCK, name Megan",N
FLIP7O7,2.0,NICKNAME,707 AREA CODE,N
GHTO LIF,2.0,RESTORED A VEHICLE FROM THE GHETTO & GIVING IT LIFE,"GHETTO LIFE, COULD BE INSINUETING DISPARAGING",N
GUD KRZY,2.0,GOOD KRAZY,GOOD KRAZY,Y
HITHARD,2.0,I AM A BASEBALL FANATIC AND I HIT HARD EVERY  TIME I WAS UP TO A PLATE& ALWAYS TELL MY KIDS  WHEN UP TO BAT TO HIT HARD,HOSTILE,N
HOLN 8O5,2.0,HOLLY IN 8O5,SANTA BARBARA COUNTY AREA CODE,N
HURTN8R,2.0,"MY LAST NAME IS HURTADO AND I'M A RAIDERS  FAN SO THIS GOES WITH THEME OF CAR, WHICH IS  BLACK IN COLOR.","MY LAST NAME IS HURTADO AND I'M A RAIDERS  FAN SO THIS GOES WITH THEME OF CAR, WHICH IS  BLACK IN COLOR.",Y
H8TFLV8,2.0,HATEFUL V8,HATEFUL V8,Y
JS KITN,1.0,JOE SERRATO KING IN THE NORTH,JOE SERRATO KING IN THE NORTH,Y
KFK FND,3.0,MY NAME AND INITIAL NAME,KEVIN 'FUCKING' EFFENDI? FK AREN'T HIS INITIALS,N
KINGATO,2.0,KING CAT,KING CAT,Y
KRZY ST,2.0,CRAZY ST,CRAZY ST,Y
LPZ8RMZ,2.0,LOPEZ RAMIREZ,LOPEZ RAMIREZ,Y
LUCASSU,2.0,MY NICKNAME,"PULLED FOR ASS OK?, name Ramirez",N
MYOBH8R,2.0,MIND YOUR BUSINESS HATER,"HATER, DIRECTED AT SOMEONE",N
OCGRNGO,2.0,ORANGE COUNTY GREEN CAR,GRINGO=DISPARAGING & OFFENSIVE. TERM USED IN LATIN AMERICA TO REFER TO A FOREIGNER. GRINGO CANCELLED BY DMV,N
OKITTYO,1.0,SHORT VERSION OF HELLO KITTY,"KITTY=PUSSY. HAS NISSAN NO CAT CAR., KITTIE current",N
OMWTFYN,1.0,OMARMANNYWENDYTOMFREDYESLYNICOLE,ON MY WAT TO FUCK YOUR …,N
PISA 619,2.0,LAST NAME AREA CODE,SAN DIEGO AREA CODE,N
PMPN330,2.0,"PIMPIN 330, BMW 330",PIMPIN,N
PPL ETR4,2.0,PEOPLE EATER 4,"PEOPLE EATER, PPL ETR current",N
PTBLNK1,2.0,UP CLOSE,"POINT BLANK COULD BE GUN RELATED OR COULD MEAN BLUNT OR DIRECT, PTBLANK current",N
PTCNSRV,5.0,PROTECT AND SERVE,PROTECT AND SERVE,Y
QWEENB1,3.0,BEEKEEPER,BEEKEEPER,Y
RDSTALN,2.0,RED TRUCK,RED STALIN PULLED FOR RED=GANG COLOR,N
SHOGUN7,2.0,ITS TO SHOW APPRECIATION FOR MY JAPANESE  ANCESTRY AND LUCKY NUMBER IN JAPAN,ITS TO SHOW APPRECIATION FOR MY JAPANESE  ANCESTRY AND LUCKY NUMBER IN JAPAN,Y
SICKK AF,3.0,SICK AND FINE,SICK AS FUCK,N
SLAYER D,2.0,MY FAVORITE BAND AND FIRST INITIAL,"SLAYER=KILLER (BUT IT IS A BAND), SLAYER unacceptable; SLAYER2, SLAYER6 current. First name starts with D.",N
SMKETRD,2.0,"SM IS MY SONS INTIALS SAMUEL MICHAEL, KE IS MY DAUGHTER INTIALS KAYLA ELIZABITH & TRD IS MY  CAR,  TOYOTA 4RUNNER TRD PRO","SM IS MY SONS INTIALS SAMUEL MICHAEL, KE IS MY DAUGHTER INTIALS KAYLA ELIZABITH & TRD IS MY  CAR,  TOYOTA 4RUNNER TRD PRO",Y
SXARLO9,1.0,NAME OF CAR,NAME OF CAR,Y
TANTRPR,1.0,"MY CAR IS TAN SO I CALLED IT ""TAN TROOPER""","TAINT RIPPER, SEXUAL, NO ISUZU ON ANI",N
TAVI O18,2.0,WIFE'S NAME,18=HATE SYMBOL,N
U A NOOB,2.0,VIDEO GAME REFERENCE MY LITTLE BROTHER AND I WOULD SAY TO EACHOTHER,"YOU'RE A NEWBIE, PULLED FOR ""YOU""",N
UDNTSRF,2.0,YOU DON'T SURF. THIS HAS BEEN MOTTO IN SURF  CULTURE THAT I'VE ALWAYS HELD DEARLY TO MY  HEART.,YOU DON'T SURF. THIS HAS BEEN MOTTO IN SURF  CULTURE THAT I'VE ALWAYS HELD DEARLY TO MY  HEART.,Y
WHATITS,1.0,WHAT IT IS,TITS,N
WUTANGX,1.0,MUSIC GROUP NAME,MUSIC GROUP NAME,Y
ZAP MEX,2.0,"THE ABBREVIATION OF A CITY LOCATED IN THE  COUNTRY OF MEXICO. ZAPOPAN,MEXICO.",ZAP MEXICANS WITH A TASER?,N
6502 FTW,3.0,"6502=8-BIT CPU USED IN 1980S COMPUTERS FTW=""FOR THE WIN""",FTW FUCK THE WORLD,N
8 MRS V,1.0,MY FAVORITE NUMBER=8 MARRIED=MRS FIRST LETTER OF LAST NAME=V,"ATE MRS V, last name starts with V",N
8814,2.0,ANNIVERSARY,ANNIVERSARY,Y
$CHAACH,2.0,NICKNAME,NICKNAME,Y
SM$THER,2.0,SMOTHER US WITH LOVE,SMOTHER US WITH LOVE,Y
JP+ LIF,2.0,JUICE PLUS + LIFE,JUICE PLUS + LIFE,Y
BLUUZR,2.0,MY JEEP IS BLACK AND BLUE,MY JEEP IS BLACK AND BLUE,Y
GETSKNY,2.0,GET SKINNY,GET SKINNY,Y
PETWUSY,2.0,MY DOGS NAME IS WUSY,WUSSY=PUSSY,N
RAVISHU,2.0,ME AND MY PARTNER NAME,"RAVISH YOU-TO CARRY OFF BY FORCE, TO RAPE. CUSTOMER IS RAVI",N
CHILL F,3.0,NICKNAME,CHILL FUCK?,N
